#           x             T        mag(U)             p
        3.145       397.877       293.379       30303.9
        3.155       397.875       293.377       30303.7
        3.165       397.872       293.374       30303.3
        3.175       397.871       293.372       30303.2
        3.185        397.87       293.371       30303.3
        3.195        397.87       293.369       30303.2
        3.205       397.866       293.366       30302.7
        3.215       397.864       293.363       30302.5
        3.225       397.863       293.361       30302.4
        3.235       397.862       293.358       30302.5
        3.245        397.86       293.355       30302.1
        3.255       397.856        293.35       30301.4
        3.265       397.854       293.346       30301.3
        3.275       397.853       293.343       30301.3
        3.285       397.852       293.339       30301.4
        3.295       397.847       293.333       30300.3
        3.305       397.843       293.327       30299.5
        3.315       397.841       293.321       30299.3
        3.325        397.84       293.316       30299.3
        3.335       397.839       293.311       30299.5
        3.345       397.834       293.302       30298.2
        3.355       397.826       293.291       30296.7
        3.365       397.824       293.282       30296.4
        3.375       397.823       293.275       30296.4
        3.385       397.823       293.267       30296.6
        3.395       397.817       293.254       30294.9
        3.405       397.808       293.239       30292.9
        3.415       397.806       293.227       30292.7
        3.425       397.806       293.216       30292.9
        3.435       397.803       293.201       30291.9
        3.445       397.788        293.18       30288.5
        3.455       397.784       293.161       30287.8
        3.465       397.784       293.145       30288.1
        3.475       397.781       293.123       30287.1
        3.485       397.761       293.094       30282.3
        3.495       397.756       293.066       30281.2
        3.505       397.756       293.042       30281.5
        3.515       397.753       293.012       30280.2
        3.525       397.724        292.97       30273.2
        3.535       397.716       292.929       30271.2
        3.545       397.716       292.896       30271.4
        3.555       397.715       292.855       30270.8
        3.565       397.677       292.795       30260.9
        3.575       397.655       292.732       30256.1
        3.585       397.653        292.68       30255.5
        3.595       397.657       292.628       30256.6
        3.605       397.625        292.55       30247.3
        3.615       397.564       292.451       30233.1
        3.625       397.552       292.364       30230.4
        3.635       397.552        292.29       30230.5
        3.645       397.554         292.2       30230.4
        3.655       397.467       292.062       30207.2
        3.665       397.397       291.905       30191.5
        3.675       397.383       291.774         30188
        3.685       397.384       291.654       30188.4
        3.695       397.381       291.504       30186.4
        3.705       397.225       291.269       30145.7
        3.715       397.114       291.009       30120.5
        3.725       397.087       290.786       30113.6
        3.735       397.081       290.576       30112.6
        3.745       397.083       290.321       30111.5
        3.755        396.85       289.916       30049.2
        3.765       396.585       289.414       29988.6
        3.775       396.486       288.921       29964.9
        3.785       396.397       288.387       29944.6
        3.795       396.321       287.735       29928.9
        3.805       396.044       286.739       29853.8
        3.815       395.153       285.217       29640.3
        3.825       394.478       283.309       29488.4
        3.835       393.891       280.955       29351.7
        3.845       392.957       277.671       29135.8
        3.855       391.335       272.642       28759.6
        3.865       388.295       264.458       28051.7
        3.875       383.099        250.95       26887.8
        3.885       374.491       225.532       24940.5
        3.895        352.84       163.645       20275.9
        3.905        297.34       61.2062       12217.6
        3.915       281.883       10.2322       10397.4
        3.925       279.222       1.58752       10059.8
        3.935       278.817       0.23413       10008.8
        3.945       278.756     0.0344079       10001.3
        3.955       278.748    0.00504998       10000.2
        3.965       278.746   0.000740577         10000
        3.975       278.746   0.000108597         10000
        3.985       278.746   1.59241e-05         10000
        3.995       278.746   2.33508e-06         10000
        4.005       278.746   3.42425e-07         10000
        4.015       278.746   5.02192e-08         10000
        4.025       278.746   7.36899e-09         10000
        4.035       278.746   1.08575e-09         10000
        4.045       278.746   1.64507e-10         10000
        4.055       278.746   2.86597e-11         10000
        4.065       278.746   9.20751e-12         10000
        4.075       278.746   4.83715e-12         10000
        4.085       278.746   5.30249e-12         10000
        4.095       278.746   4.43309e-12         10000
        4.105       278.746   3.32445e-12         10000
        4.115       278.746   3.30694e-12         10000
        4.125       278.746   3.49366e-12         10000
        4.135       278.746    4.7117e-12         10000
        4.145       278.746   4.66502e-12         10000
        4.155       278.746   4.61105e-12         10000
        4.165       278.746   4.10633e-12         10000
        4.175       278.746   5.07784e-12         10000
        4.185       278.746   6.90126e-12         10000
        4.195       278.746   6.66932e-12         10000
        4.205       278.746   7.34763e-12         10000
        4.215       278.746   5.55339e-12         10000
        4.225       278.746   6.31777e-12         10000
        4.235       278.746   6.77435e-12         10000
        4.245       278.746   5.08806e-12         10000
        4.255       278.746   5.60591e-12         10000
        4.265       278.746   4.95385e-12         10000
        4.275       278.746   6.24045e-12         10000
        4.285       278.746   6.34548e-12         10000
        4.295       278.746   6.48844e-12         10000
        4.305       278.746   7.26303e-12         10000
        4.315       278.746   5.33458e-12         10000
        4.325       278.746   6.05082e-12         10000
        4.335       278.746   6.26671e-12         10000
        4.345       278.746   6.39946e-12         10000
        4.355       278.746   5.62487e-12         10000
        4.365       278.746   6.67953e-12         10000
        4.375       278.746   5.30103e-12         10000
        4.385       278.746   6.26671e-12         10000
        4.395       278.746   5.39731e-12         10000
        4.405       278.746   7.34617e-12         10000
        4.415       278.746   6.83416e-12         10000
        4.425       278.746   6.56138e-12         10000
        4.435       278.746   6.30318e-12         10000
        4.445       278.746   6.34257e-12         10000
        4.455       278.746   5.31416e-12         10000
        4.465       278.746   4.12967e-12         10000
        4.475       278.746   4.51477e-12         10000
        4.485       278.746   3.48199e-12         10000
        4.495       278.746   3.34925e-12         10000
        4.505       278.746   2.22894e-12         10000
        4.515       278.746   4.24929e-12         10000
        4.525       278.746   4.90863e-12         10000
        4.535       278.746   4.30326e-12         10000
        4.545       278.746   3.62932e-12         10000
        4.555       278.746   4.08299e-12         10000
        4.565       278.746   5.04138e-12         10000
        4.575       278.746   5.85973e-12         10000
        4.585       278.746   5.59861e-12         10000
        4.595       278.746   4.77589e-12         10000
        4.605       278.746   5.77366e-12         10000
        4.615       278.746   7.10548e-12         10000
        4.625       278.746   7.38556e-12         10000
        4.635       278.746   8.80199e-12         10000
        4.645       278.746    7.4585e-12         10000
        4.655       278.746   8.71592e-12         10000
        4.665       278.746   7.30533e-12         10000
        4.675       278.746   8.33373e-12         10000
        4.685       278.746   8.93765e-12         10000
        4.695       278.746   8.73489e-12         10000
        4.705       278.746   9.12583e-12         10000
        4.715       278.746   9.20897e-12         10000
        4.725       278.746   1.01922e-11         10000
        4.735       278.746   1.04722e-11         10000
        4.745       278.746   1.09755e-11         10000
        4.755       278.746   9.77496e-12         10000
        4.765       278.746   9.51677e-12         10000
        4.775       278.746   9.47592e-12         10000
        4.785       278.746   7.73128e-12         10000
        4.795       278.746   8.24913e-12         10000
        4.805       278.746   8.42418e-12         10000
        4.815       278.746   8.26809e-12         10000
        4.825       278.746   8.18786e-12         10000
        4.835       278.746   7.87132e-12         10000
        4.845       278.746   7.85673e-12         10000
        4.855       278.746   7.26886e-12         10000
        4.865       278.746   8.98287e-12         10000
        4.875       278.746    8.2535e-12         10000
        4.885       278.746   8.98287e-12         10000
        4.895       278.746    8.9041e-12         10000
        4.905       278.746   1.08953e-11         10000
        4.915       278.746   8.35124e-12         10000
        4.925       278.746   7.51976e-12         10000
        4.935       278.746   7.89757e-12         10000
        4.945       278.746   6.90272e-12         10000
        4.955       278.746   6.68537e-12         10000
        4.965       278.746   4.93781e-12         10000
        4.975       278.746    6.4651e-12         10000
        4.985       278.746   5.89619e-12         10000
        4.995       278.746   6.01727e-12         10000
